word	homonym	type	gradation	type_note	grad_note
itäauto					
itäblokki					
itäeurooppalainen					
itägootti					
itäinen		38			
itäkaakko					
itäkaakkoinen					
itäkarjalainen					
itäkauppa					
itäkoillinen					
itämaalainen					
itämaat					
itämainen					
itämerensuomalainen					
itämisaika		9	D		
itämiskyky					
itämurre					
itämurteinen					
itämyrsky					
itäosa					
itäpuoli					
itäpuolinen					
itäpuolitse					
itäraja		9			
itärannikko					
itäranta					
itäreimari					
itärinne					
itärintama					
itäroomalainen					
itäryhmä					
itäsaksalainen					
itäsuomalainen					
itäsuomalaisuus					
itätaivas					
itätuonti					
itäturisti					
itätuuli					
itävaltalainen		38			
itävienti					
itäviitta		9	C		
itävyys		40			
itävyysprosentti					
itää		53	F		
iva		9			
ivahymy					
ivailla		67			
ivailu		2			
ivallinen		38			
ivallisesti		99			
ivamukaelma					
ivanauru					
ivata		73			
iäinen		38			
iäisesti		99			
iäisyys		40			
iäisyysajatus					
iäisyysarvo					
iäisyyskaipuu					
iäisyyskutsu					
iäisyystoivo					
iäkkyys		40			
iäksi		99			
iäkäs		41	A		
iänikuinen					
iänikuisesti					
iän kaiken		99			
iänmääritys					
iäti		99			
iätä		73	D		
iätön		34	C		
ja		99			
jaa		99			
jaaha		99			
jaakopinpaini					
jaala		9			
jaanata		73			
jaardi		5			
jaaritella		67	C		
jaarittelu		2			
jaaritus		39			
jaarli		5			
jaa-ääni					
jacquard		5			
jade		8			
jae		48	D		
jaella		67	D		
jaettava		10			
jaguaari		5			
jaha		99			
jahdata		73	F		
jahka		99			
jahkailla		67			
jahkailu		2			
jahkata		73			
jahnata		73			
jahti	1	5	F		
jahti	2	5	F		
jahtimakkara					
jahtivouti					
jakaa		56	D		
jakaantua		52	J		
jakaja		10			
jakamaton		34	C		
jakamo		2			
jakaranda		9			
jakardi		5			
jakardikangas		41	G		
jakauma		10			
jakaus		39			
jakautua		52	F		
jakautuma		10			
jakelija		12			
jakelu		2			
jakeluasema					
jakeluauto					
jakelukeittiö					
jakelukustannukset					
jakeluosoite					
jakelupaikka					
jakeluporras					
jakelutie					
jakeluverkko					
jakkara		12			
jakki	1	5	A		
jakki	2	5	A		
jakkihärkä					
jakkipuu					
jakku		1	A		
jakkupuku					
jakkupukuinen					
jako		1	D		
jakoavain					
jakobiini		5			
-jakoinen		38			
jakojäännös					
jakokaappi					
jakokeskus					
jakokirja					
jakolasku					
jakomerkki					
jakomielinen					
jakomielisyys					
jakomielitauti					
jako-osa					
jako-osuus					
jakopuitteet					
jakopyörästö					
jakopää					
jakorasia					
jakosumma					
jakosuodatin					
jakotislata					
jakotislaus					
jakotisle					
jakoviiva					
jakoväli					
jaksaa		56			
jaksella		67			
jakso		1			
-jaksoinen		38			
jaksoittain		99			
jaksoittainen		38			
jaksoittaisesti		99			
jaksoittaisopetus					
jaksoittaisopiskelu					
jaksoittaisuus		40			
jaksollinen		38			
jaksollisuus		40			
jaksoluku					
jaksonaika		9	D		
jaksopeli					
jaksotella		67	C		
jaksottaa		53	C		
jaksottua		52	C		
jaksotus		39			
jaksovoitto					
jakuutti		5	C		
jalake		48	A		
jalallinen		38			
jalan		99			
jalanjälki					
jalankulkija					
jalankulkusilta					
jalankulkutie					
jalankulkutunneli					
jalannousu					
jalanrinta					
jalansija					
jalantie					
jalapeno		1			
jalas		39			
jalasmökki					
jalava		10			
jalavakasvi					
jalka		9	D		
jalkaharppi					
jalkahiki					
jalkahoitaja					
jalkahoito					
jalkahoitola					
jalkaholvi					
-jalkainen		38			
jalkainvalidi					
jalkaisin		99			
jalkajakkara					
jalkajarru					
jalkakamppi					
jalkakylpy					
jalkakyykky					
jalkakäytävä					
jalkalamppu					
jalkaliike					
jalkalista					
jalkalukko					
jalkamaa					
jalkamarssi					
jalkamies					
jalkamylly					
jalkapallo					
jalkapalloilija					
jalkapalloilu					
jalkapallojoukkue					
jalkapallokenttä					
jalkapallo-ottelu					
jalkapallopeli					
jalkapallostadion					
jalkapari		5			
jalkapatikka		14	A		
jalkapeli					
jalkapohja					
jalkapumppu					
jalkapuoli					
jalkapuu					
jalkapöydänluu					
jalkapöytä					
jalkaraspi					
jalkaraudat					
jalkarengas					
jalkarätti					
jalkasieni					
jalkasilsa					
jalkaspray					
jalkastartti					
jalkaterä					
jalkatila					
jalkatuki					
jalkatyö					
jalkauttaa		53	C		
jalkautua		52	F		
jalkava		10			
jalkavaihde					
jalkavaihteisto					
jalkavaimo					
jalkavaiva					
jalkavaivainen					
jalkavika		9	D		
jalkavuus		40			
jalkaväenkenraali					
jalkaväensotilas					
jalkaväenupseeri					
jalkaväki					
jalkaväkidivisioona					
jalkaväkiosasto					
jalkeilla		99			
jalkeille		99			
jalkine		48			
jalkinekorjaamo					
jalkineliike					
jalkineteollisuus					
jalkinetyöntekijä					
jalkio		3			
jalkojenhoitaja					
jalkojenhoito					
jalkopää					
jalkoväli					
jallittaa		53	C		
jallitus		39			
jalo		1			
jaloangervo		50			
jalofasaani		50			
jalohaukka		50			
jaloitella		67	C		
jaloittelu		2			
jaloitteluaitaus					
jalokaasu		50			
jalokivi		50			
jalokivihioja		10			
jalokivihiomo					
jalokivikoru					
jalokivioppi					
jalokiviseppä					
jalokoralli		50			
jalokuoriainen		50			
jalokuusi		24			
jalokuusi		50			
jaloluonteinen					
jaloluontoinen					
jalometalli		50			
jalomielinen					
jalomielisesti		99			
jalomielisyys					
jalomuotoinen					
jalonnus		39			
jalonnusoksa					
jalontaa		54	J		
jalopeura		50			
jalopiirteinen					
jalopuinen					
jalopuu		50			
jalopähkinä		50			
jalorotuinen					
jaloruusu		50			
jalostaa		53			
jalostamo		2			
jaloste		48			
jalostua		52			
jalostus		39			
jalostusaste					
jalostuslaitos					
jalostustehdas					
jalostustuote					
jalosukuinen					
jalosukuisuus					
jalosydäminen					
jalosydämisyys					
jaloteräs		50			
jalus		39			
jalusköysi					
jalussolmu					
jalusta		13			
jalustaa		53			
jalustin		33			
jalustinhihna					
jamaan		99			
jamassa		99			
jambi		5			
jamboree		20			
jamit		5			
jammailla		67			
jammata		73			
jam session		5			
jamssi		5			
jana		9			
janitsaari		5			
jankata		73	A		
jankko		1	A		
jankkoaura		9			
jankkuri		6			
jankuttaa		53	C		
jankutus		39			
jannu		1			
jano		1			
janoinen		38			
janojuoma					
janontunne					
janota		74			
janottaa		53	C		
janssoninkiusaus					
jaoke		48	A		
jaokkeeton		34	C		
jaokkeinen		38			
jaollinen		38			
jaollisuus		40			
jaos		39			
jaosto		2			
jaostopäällikkö					
jaotella		67	C		
jaoton		34	C		
jaottaa		53	C		
jaottelu		2			
jaotus		39			
japani		5			
japanilainen		38			
japanin kieli					
japaninkielinen					
japaninlakka		9	A		
japaninmispeli					
japaninpaperi					
japanitar		32	C		
japsi		5			
jarru		1			
jarrukenkä					
jarrumies					
jarrupoljin					
jarruraketti					
jarrurumpu					
jarrusiiveke					
jarrusukka					
jarrutehostin					
jarruttaa		53	C		
jarrutus		39			
jarrutusalue					
jarrutusjälki					
jarrutuslakko					
jarrutusmatka					
jarrutuspolitiikka					
jarrutuspuhe					
jarruuntua		52	J		
jarruvalo					
jarruvarjo					
jasmiini		5			
jasmiiniriisi		5			
jasmike		48	A		
jaspis		39			
jassoo		99			
jata		9	F		
jatkaa		56			
jatkaja		10			
jatkavuus		40			
jatke		48			
jatko		1			
jatkoaika		9	D		
jatkohoito					
jatkojalostus					
jatkojohto					
jatkokertomus					
jatkokohta		10	F		
jatkokouluttaa					
jatkokoulutus					
jatkokurssi					
jatkokäsittely					
jatkolevy					
jatko-opinnot					
jatko-opiskelija					
jatko-opiskelu					
jatko-osa					
jatkopaikka					
jatkopistorasia					
jatkoromaani					
jatkos		39			
jatkosota					
jatkotutkinto					
jatkoyhteys					
jatkua		52			
jatkumo		2			
jatkuva		10			
jatkuvajuoninen		38			
jatkuvalämmitteinen					
jatkuvasti		99			
jatkuvatoiminen					
jatkuvuus		40			
jatsari		6			
jatsi		5			
jauhaa		56			
jauhaantua		52	J		
jauhattaa		53	C		
jauhatus		39			
jauhautua		52	F		
jauhe		48			
jauheliha					
jauhelihapihvi					
jauhemaalaus		39			
jauhemainen		38			
jauhemaksapihvi					
jauhemetallurgia					
jauhennin		33	J		
jauhentaa		54	J		
jauhentua		52	J		
jauhesammutin					
jauhiainen		38			
jauhin		33			
jauhinkivi					
jauho		1			
jauhoinen		38			
jauhokoisa		10			
jauhomainen		38			
jauhomato					
jauhonpöly					
jauhopeukalo					
jauhopukki					
jauhopunkki		5	A		
jauhopussi					
jauhosavikka					
jauhosieni					
jauhosäkki					
jauhottaa		53	C		
jazz		5			
jazzfestivaali					
jazzklubi					
jazzlaulaja					
jazzmessu					
jazzmusiikki					
jazzmuusikko					
jazzorkesteri					
jazztanssi					
jeeppi		5	B		
jeesata		73			
jees-mies					
jeesus		39			
jeesustella		67			
jeesustelu		2			
jeeveli		6			
Jehovan todistaja					
jehu		1			
jekku		1	A		
jekkuilla		67			
jellona		11			
jelpata		73	B		
jelppiä		61	B		
jemma		9			
jemmata		73			
jengi		5			
jengiläinen		38			
jenginuori					
jengityö					
jengityöntekijä					
jengiytyä		52	F		
jeni		5			
jenka		9	G		
jenkka		9	A		
jenkki		5	A		
jenkkifutis					
jenkkikaappi					
jenkkikassi					
jenkkilä		12			
jenkkiläinen		38			
jenkkirassi					
jenkkirauta					
jenkkitukka					
jep		99			
jepari		6			
jeppe		8	B		
jeremiadi		5			
jermu		1			
jerrykannu					
jersey		21			
jerseyrotu					
jessus		99			
jestas		99			
jesuiitta		9	C		
jesuiittaluostari					
jesuiittamainen		38			
jesuiittamunkki					
jesuiittaveljestö					
jet lag		5			
jet set		5			
jetsetti		5	C		
jetsulleen		99			
jetti		5	C		
jiddi		5			
jiddiš		5			
jiirata		73			
jiiri		5			
jippo		1	B		
jippoilla		67			
jippoilu		2			
jiujitsu		1			
jive		8			
jo		99			
jobbari		6			
jobinposti		5			
jockey		21			
jodi		5			
jodidi		5			
jodioida		62			
jodipitoinen					
jodisprii					
jodisuola					
jodittaa		53	C		
jodlata		73			
jodlaus		39			
joenhaara					
joenmutka					
joenniska					
joenpolvi					
joenranta					
joensuu					
joenvarsi					
jogurtti		5	C		
jogurttijäätelö					
johanneksenleipä					
johanneksenleipäpuu					
johanniitta		9	C		
johdannainen		38			
johdannaismarkkinat					
johdannaissopimus					
johdanto		1	J		
johdantokappale					
johdantokurssi					
johdantoluku					
johdate		48	C		
johdatella		67	C		
johdatin		33	C		
johdattaa		53	C		
johdatus		39			
johde		48	F		
johdeaita					
johdin		33	F		
johdinauto					
johdonmukainen					
johdonmukaisesti					
johdonmukaistaa		53			
johdonmukaisuus					
johdos		39			
johdosta		99			
johdottaa		53	C		
johdotus		39			
johonkin		99			
johtaa		53	F		
johtaja		10			
johtajalääkäri					
johtajankyky					
johtajanominaisuus					
johtajantauti					
johtajantoimi					
johtajanvaihdos					
johtajapersoonallisuus					
johtajatar		32	C		
johtajavaltainen					
johtajisto		1			
johtajuus		40			
johtamistaito					
johtava		10			
johtavuus		40			
johteinen		38			
johto		1	F		
johtoaihe					
johtoajatus					
johtoasema					
johtoelin					
johtohahmo					
johtohenkilö					
-johtoinen		38			
johtojänne					
johtokunta					
johtokyky					
johtolanka					
johtolause					
johtoloisto					
johtomaali		5			
johtomies					
johtomotiivi					
johto-oppi					
johtopaikka					
johtopiste					
johtoporras					
johtoputki					
johtopuudutus					
johtopääte					
johtopäätös					
johtosääntö					
johtoteema					
johtotroikka					
johtotähti					
johtua		52	F		
joiata		73	D		
joikata		73	A		
joikaus		39			
joiku		1	D		
joikua		52	D		
joint venture -yritys					
joisto		1			
joiunta		9	J		
jojo		1			
jojolaihduttaminen		38			
joka	1	99			
joka	2	101			
joka-aamuinen					
joka ainoa					
joka ikinen					
jokailtainen					
jokainen		38			
jok'ainoa					
jokakesäinen					
jokamiehenoikeus					
jokamies					
jokapaikanhöylä					
jokapuolinen					
jokapäiväinen					
jokaviikkoinen					
jokavuotinen					
jokaöinen					
jokellella		67	I		
jokellus		39			
jokeltaa		54	I		
jokeri		6			
jokerikysymys					
jokerilyöjä					
jokeripelaaja					
joki		7	D		
jokialue					
jokialus					
jokihelmisimpukka					
jokijärvi					
jokikala					
jokikalastus					
jok'ikinen					
jokilaakso					
jokilaiva					
jokiliete					
jokiliikenne					
jokin		101			
jokipato					
jokipenger					
jokiranta					
jokirapu					
jokisatama					
jokisimpukka					
jokisuu					
jokitörmä					
jokiuoma					
jokivarsi					
jokiverkko					
jokiväylä					
jokiäyräs					
joko		99			
jokseenkin		99			
joku		101			
jokunen		38			
jolkutella		67	C		
jolkuttaa		53	C		
jolla		10			
jollainen		38			
jollei		99			
jolloin		99			
jolloinkin		99			
jollottaa		53	C		
jolma		10			
jolppi		5	B		
joltinen		38			
joltinenkin		38			
joltisestikin		99			
jommoinen		38			
jommoinenkin		38			
jomottaa		53	C		
jompikumpi					
jonglööri		5			
jonkalainen		38			
jonkinasteinen					
jonkinlaatuinen					
jonkinlainen		38			
jonkinmoinen		38			
jonkinnäköinen					
jonkinvertainen					
jonkunlainen		38			
jonkunmoinen		38			
jonkunnäköinen					
jonne		99			
jonnekin		99			
jonninjoutava					
jono		1			
jonottaa		53	C		
jonotus		39			
jonotuslappu					
jonotuslippu					
jonotuslista					
jonotusnumero					
jonotuspuhelin					
jonotusääni					
jonouttaa		53	C		
jonovuoristo					
joo		99			
jooga		10			
joogata		73			
joogi		5			
jooli		5			
joonialainen		38			
jopa		99			
jopi		5			
jorata		73			
joriini		5			
jorina		12			
jorista		66			
joro		1			
jorottaa		53	C		
jorotus		39			
jorpakko		4	A		
jortsut		1			
jos		99			
joskaan		99			
joskin		99			
joskus		99			
jospa		99			
jossain		99			
jossakin		99			
jossitella		67	C		
jossittelu		2			
jostain		99			
jostakin		99			
jota		99			
jotakuinkin		99			
joten		99			
jotenkin		99			
jotenkuten					
jotensakin		99			
joteskin		99			
jotos		39			
jotta	1	99			
jotta-	2	99			
jouduttaa		53	C		
jouhea		15			
jouheasti		99			
jouheus		40			
jouhi		23			
jouhikangas		41	G		
jouhikannel					
jouhikantele					
jouhikko		4	A		
jouhimato					
jouhipatja					
jouhisorsa					
jouhivihvilä					
joukkio		3			
joukko		1	A		
joukkoanomus					
joukkoero					
joukkoeroaminen		38			
joukkoerottaminen		38			
joukkoesiintyminen		38			
joukkohauta					
joukkohautaus					
joukkohenki					
joukkohysteria					
joukkoilmiö					
joukkoirtisanominen		38			
joukkoirtisanoutuminen		38			
joukkojakelu					
joukkokirje					
joukkokohtaus					
joukkokuolema					
joukkokysely					
joukkolaina					
joukkoliike					
joukkoliikenne					
joukkoliikennekaista					
joukkoliikenneväline					
joukkolähetys					
joukkomajoitus					
joukkomielenosoitus					
joukkomurha					
joukkomurhaaja					
joukkomuutto					
joukko-opetus					
joukko-oppi					
joukko-osasto					
joukkopidätys					
joukkopsykologia					
joukkopsykoosi					
joukkoristiside					
joukkoruokailu					
joukkosidontapaikka					
joukkosielu					
joukkosiirto					
joukkosuggestio					
joukkotarkastus					
joukkotavara					
joukkotiedotus					
joukkotiedotusväline					
joukkotoiminta					
joukkotuho					
joukkotuhoase					
joukkotuhonta		9	J		
joukkotuotanto					
joukkotuote					
joukkotyöriita					
joukkotyöttömyys					
joukkovelkakirja					
joukkovelkakirjalaina					
joukkoviestin					
joukkoviestintä					
joukkoviihde					
joukkovoima					
joukkoyksikkö					
joukkue		48			
joukkuehenki					
-joukkueinen		38			
joukkuekilpailu					
joukkueluistelija					
joukkuemitali					
joukkuemäenlasku					
joukkuemäki					
joukkuepeli					
joukkuerangaistus					
joukkueurheilu					
joukkueurheilulaji					
joukoittain		99			
joule		8			
joulu		1			
jouluaamu					
jouluaatto					
jouluaattoilta					
jouluaika		9	D		
jouluapulainen					
jouluateria					
jouluevankeliumi					
jouluglögi					
jouluikkuna					
jouluilta					
jouluinen		38			
joulujuhla					
joulukaktus					
joulukala					
joulukalenteri					
joulukalkkuna					
joulukataja					
joulukatu					
joulukello					
joulukiire		48			
joulukinkku					
joulukirja					
joulukirkko					
joulukoriste					
joulukortti					
joulukuinen					
joulukukka					
joulukuu					
joulukuusenjalka					
joulukuusenkoriste					
joulukuusenkynttilä					
joulukuusi		24			
joulukynttilä					
joululahja					
joululahjapaketti					
joululaulu					
joululehti					
joululeikki					
joululiina					
joululoma					
joululyhde					
joulumarkkinat					
joulumerkki					
joulumyynti					
joulunaika		9	D		
joulunaluspäivä					
joulunalusviikko					
joulunpunainen					
joulunpyhä					
joulunumero					
joulunvietto					
joulunäytelmä					
jouluostos					
joulupaketti					
joulupaperi					
joulupata		9	F		
jouluporsas					
jouluposti		5			
joulupukki					
joulupuu					
joulupuuro					
joulupäivä					
joulupöytä					
jouluraha					
joulurauha					
jouluruno					
jouluruoka					
jouluruuhka					
jouluruusu					
joulusauna					
joulusesonki					
joulusiivous		39			
joulutodistus					
joulutonttu					
joulutorttu					
joulutunnelma					
joulutähti					
joulu-ukko					
jouluvalmistelut					
jouluviikko					
jouluvirsi					
jouluyö					
journalismi		5			
journalisti		5			
journalistiikka		9	A		
journalistinen		38			
jousenjänne					
jousenkaari					
jousi		26			
jousiammunta		9	J		
jousiampuja					
jousikoneisto					
jousikvartetti					
jousikvartetto					
jousikvintetti					
jousikvintetto					
jousimies					
-jousinen		38			
jousiorkesteri					
jousipatja					
jousipyssy					
jousisoitin					
jousisoittaja					
jousisto		2			
jousitrio					
jousittaa		53	C		
jousitus		39			
jousivaaka					
jousiyhtye					
jousiäes					
joustaa		53			
joustamaton		34	C		
joustava		10			
joustavasti		99			
joustavoida		62			
joustavoittaa		53	C		
joustavuus		40			
joustin		33			
joustinneule					
joustinneulos					
joustinpatja					
jousto		1			
joustoaika		9	D		
joustofrotee					
joustokangas		41	G		
joustokankainen		38			
joustolanka					
joustoliike					
jousto-ommel					
joustopiikkiäes					
joustopuskuri					
joustotunti					
joustotyö					
joustovara					
joutaa		53	F		
joutava		10			
joutavanpäiväinen					
jouten		99			
joutenolo					
joutessa		99			
joutessaan		99			
